ids,target,prediction
str_m2_o4_o14_pcu_sym.17,36.687,38.156155
str_m3_o41_o41_fof_sym.5,67.08476,56.89636
str_m3_o10_o28_pcu_sym.11,61.782906,55.972095
str_m3_o5_o17_pcu_sym.16,33.96133,44.419056
str_m4_o4_o15_acs_sym.119,100.134155,93.840485
str_m7_o4_o22_bcu_sym.36,21.43348,30.195658
str_m3_o4_o22_pcu_sym.143,30.786718,34.709827
str_m7_o9_o11_bcu_sym.68,35.96332,40.241383
str_m2_o14_o24_pcu_sym.99,33.47872,30.8741
str_m4_o22_o22_acs_sym.58,63.419056,61.642494
str_m4_o4_o4_acs_sym.98,89.86623,68.98644
str_m3_o14_o29_pcu_sym.19,37.9358,28.247944
str_m7_o9_o10_bcu_sym.17,32.854588,43.029255
str_m2_o40_o41_fof_sym.36,30.48453,32.62599
str_m3_o40_o41_fof_sym.43,31.886635,29.045345
str_m5_o12_o2_sra_sym.169,26.081713,53.722717
str_m3_o14_o17_pcu_sym.90,26.09837,25.117739
str_m3_o1_o17_pcu_sym.137,23.200008,36.496754
str_m2_o14_o23_pcu_sym.94,33.926098,37.904255
str_m2_o10_o23_pcu_sym.53,39.519653,31.980442
str_m2_o4_o9_pcu_sym.182,46.16837,40.613052
str_m2_o9_o18_pcu_sym.108,48.190197,43.878613
str_m2_o5_o29_pcu_sym.63,26.472519,25.362556
str_m5_o16_o27_sra_sym.73,30.710556,34.53724
str_m4_o11_o22_acs_sym.36,85.68006,67.22278
str_m5_o11_o18_sra_sym.20,66.674095,64.159805
str_m7_o17_o18_bcu_sym.31,43.80051,38.78744
str_m3_o5_o13_pcu_sym.61,25.018538,27.911354
str_m3_o5_o14_pcu_sym.58,31.51619,27.470583
str_m2_o40_o41_fof_sym.33,35.100975,43.83072
str_m2_o1_o10_pcu_sym.159,40.06943,39.366596
str_m2_o10_o14_pcu_sym.142,103.186134,65.169
str_m2_o4_o17_pcu_sym.169,37.518234,35.256413
str_m4_o11_o15_acs_sym.189,64.98849,58.51062
str_m3_o14_o26_pcu_sym.45,42.431274,36.767334
str_m3_o10_o14_pcu_sym.108,35.850323,45.97061
str_m5_o16_o23_sra_sym.11,58.482815,67.236374
str_m3_o5_o17_pcu_sym.14,50.810852,53.81312
str_m5_o10_o28_sra_sym.138,59.287727,62.418453
str_m2_o10_o29_pcu_sym.194,54.604225,56.88777
str_m2_o14_o16_pcu_sym.135,33.50353,44.975906
str_m5_o11_o16_sra_sym.96,88.63882,86.23819
str_m2_o11_o13_pcu_sym.167,25.47196,31.52922
str_m3_o10_o28_pcu_sym.76,41.69023,64.333435
str_m5_o18_o25_sra_sym.91,41.394203,36.876587
str_m7_o9_o22_bcu_sym.83,51.610523,45.55994
str_m3_o1_o13_pcu_sym.61,39.608757,41.248165
str_m7_o9_o22_bcu_sym.1,44.01652,42.752384
str_m3_o10_o17_pcu_sym.62,23.981178,26.249268
str_m5_o18_o18_sra_sym.26,66.7684,48.72997
str_m3_o10_o17_pcu_sym.5,53.46552,34.52372
str_m5_o4_o18_sra_sym.11,114.804146,96.63826
str_m4_o4_o22_acs_sym.90,87.92129,81.66493
str_m2_o16_o19_pcu_sym.132,47.581978,35.69146
str_m3_o10_o28_pcu_sym.19,26.248383,28.151009
str_m2_o4_o17_pcu_sym.39,25.212921,28.221292
str_m3_o10_o16_pcu_sym.141,148.0657,76.92073
str_m4_o4_o5_acs_sym.215,96.67277,69.31407
str_m5_o10_o28_sra_sym.148,43.897106,50.94364
str_m3_o4_o10_pcu_sym.175,29.18704,34.742123
str_m3_o14_o14_pcu_sym.112,37.77698,44.109085
str_m3_o40_o41_fof_sym.94,32.667435,30.895748
str_m3_o14_o14_pcu_sym.63,55.09828,51.198143
str_m5_o2_o19_sra_sym.83,98.79554,108.041855
str_m4_o1_o4_acs_sym.40,118.09004,94.42012
str_m2_o4_o16_pcu_sym.149,44.550888,39.177338
str_m2_o1_o17_pcu_sym.160,28.870338,30.3998
str_m4_o1_o11_acs_sym.28,53.29874,95.26595
str_m4_o2_o17_acs_sym.122,31.440445,35.199863
str_m5_o18_o22_sra_sym.55,91.09348,90.930145
str_m3_o4_o17_pcu_sym.118,43.54805,36.63609
str_m3_o16_o25_pcu_sym.84,33.559994,35.484287
str_m4_o22_o24_acs_sym.74,67.48989,66.282906
str_m3_o4_o14_pcu_sym.232,25.658588,34.749264
str_m4_o11_o22_acs_sym.150,146.11708,101.06415
str_m5_o7_o18_sra_sym.9,38.666637,39.463158
str_m2_o10_o14_pcu_sym.53,93.46252,75.93877
str_m2_o4_o10_pcu_sym.76,41.88564,28.942368
str_m5_o16_o20_sra_sym.90,36.02256,33.09332
str_m5_o1_o18_sra_sym.68,59.98203,41.450756
str_m2_o14_o18_pcu_sym.69,54.053043,30.201004
str_m7_o9_o13_bcu_sym.124,24.905003,36.079548
str_m3_o16_o19_pcu_sym.156,27.215279,29.827192
str_m2_o9_o17_pcu_sym.102,29.916796,32.750042
str_m5_o10_o28_sra_sym.53,49.06839,56.421795
str_m3_o14_o17_pcu_sym.64,26.170725,28.446526
str_m2_o1_o19_pcu_sym.73,38.157673,70.333984
str_m5_o10_o28_sra_sym.275,54.098633,51.872505
str_m5_o16_o22_sra_sym.4,130.26022,90.469215
str_m4_o4_o22_acs_sym.162,74.71883,78.60399
str_m5_o1_o2_sra_sym.209,54.806866,61.856937
str_m5_o11_o18_sra_sym.3,49.74732,50.34193
str_m2_o1_o28_pcu_sym.37,43.55577,39.23928
str_m2_o4_o18_pcu_sym.210,29.742418,26.327991
str_m3_o13_o16_pcu_sym.224,19.794031,27.074022
str_m5_o16_o22_sra_sym.59,121.42563,98.99778
str_m3_o14_o16_pcu_sym.207,28.09522,28.838516
str_m2_o9_o14_pcu_sym.106,31.209236,33.555973
str_m2_o1_o23_pcu_sym.74,22.572992,31.788794
str_m2_o40_o40_fof_sym.82,35.428,35.595562
str_m5_o13_o13_sra_sym.13,93.16299,73.68685
str_m4_o5_o24_acs_sym.156,69.3699,67.221695
str_m3_o10_o29_pcu_sym.173,29.273727,29.396278
str_m4_o14_o24_acs_sym.3,123.39202,103.868645
str_m5_o25_o25_sra_sym.44,40.81551,41.637585
str_m3_o11_o16_pcu_sym.31,53.28285,39.0689
str_m3_o1_o17_pcu_sym.201,51.36027,54.60206
str_m5_o7_o16_sra_sym.83,29.08459,44.760742
str_m5_o16_o26_sra_sym.80,40.708363,53.926548
str_m4_o4_o22_acs_sym.117,102.79347,83.58896
str_m3_o10_o16_pcu_sym.69,57.572857,49.58964
str_m4_o4_o11_acs_sym.16,95.82424,88.25287
str_m2_o14_o14_pcu_sym.42,46.69726,53.29143
str_m5_o16_o24_sra_sym.69,128.39693,105.080574
str_m3_o10_o23_pcu_sym.237,113.33346,111.85334
str_m5_o10_o28_sra_sym.96,78.99741,69.362625
str_m2_o9_o18_pcu_sym.100,29.06529,31.749182
str_m2_o1_o22_pcu_sym.148,64.91005,94.75981
str_m5_o18_o28_sra_sym.94,33.209488,37.648556
str_m5_o18_o24_sra_sym.15,127.81959,114.72724
str_m4_o4_o11_acs_sym.92,129.9165,86.51538
str_m5_o10_o28_sra_sym.19,71.782425,77.937
str_m2_o4_o10_pcu_sym.115,49.868095,32.73155
str_m2_o4_o10_pcu_sym.53,40.033455,36.24736
str_m5_o18_o23_sra_sym.29,33.656357,37.856842
str_m4_o2_o17_acs_sym.173,52.583866,54.68116
str_m7_o9_o11_bcu_sym.158,38.37255,41.737446
str_m2_o1_o1_pcu_sym.28,64.47069,71.25019
str_m5_o16_o23_sra_sym.178,51.06199,44.39922
str_m5_o18_o19_sra_sym.12,41.49566,41.449345
str_m2_o12_o29_pcu_sym.235,26.086102,26.722137
str_m2_o12_o18_pcu_sym.69,40.966805,37.006535
str_m3_o14_o24_pcu_sym.113,34.334896,43.544643
str_m2_o9_o18_pcu_sym.106,50.261093,39.69858
str_m3_o4_o14_pcu_sym.161,28.6093,38.67304
str_m3_o12_o29_pcu_sym.87,59.1228,49.76163
str_m5_o16_o24_sra_sym.109,114.41174,85.16404
str_m2_o10_o13_pcu_sym.15,23.029118,38.185135
str_m3_o1_o4_pcu_sym.230,72.68826,68.24751
str_m4_o15_o24_acs_sym.60,111.08869,94.4307
str_m5_o10_o29_sra_sym.88,77.55679,64.03828
str_m3_o4_o4_pcu_sym.66,59.741146,56.662563
str_m3_o10_o16_pcu_sym.115,56.33555,50.923298
str_m3_o10_o26_pcu_sym.48,19.967093,23.174084
str_m3_o10_o17_pcu_sym.15,37.290424,38.466164
str_m4_o2_o17_acs_sym.99,22.391092,33.86376
str_m2_o10_o17_pcu_sym.187,142.79819,176.11752
str_m5_o11_o18_sra_sym.119,48.531536,53.31615
str_m2_o14_o14_pcu_sym.58,79.4994,36.234497
str_m4_o14_o24_acs_sym.7,81.148506,102.42818
str_m5_o5_o16_sra_sym.25,59.194237,69.832794
str_m5_o18_o19_sra_sym.63,51.24712,51.453453
str_m2_o11_o17_pcu_sym.31,33.87999,45.239437
str_m5_o10_o29_sra_sym.133,38.328613,57.091717
str_m2_o10_o14_pcu_sym.80,63.365158,53.924877
str_m5_o16_o23_sra_sym.68,42.82914,45.17732
str_m3_o10_o28_pcu_sym.93,62.213596,49.801907
str_m5_o16_o20_sra_sym.70,33.76301,31.370565
str_m4_o4_o22_acs_sym.104,64.290306,65.55699
str_m4_o4_o5_acs_sym.19,96.30807,101.21309
str_m5_o16_o18_sra_sym.99,55.263527,47.65473
str_m5_o16_o24_sra_sym.63,104.88494,84.02275
str_m7_o9_o12_bcu_sym.113,36.926468,40.573994
str_m5_o12_o2_sra_sym.110,56.19428,60.032104
str_m7_o9_o10_bcu_sym.114,39.69963,39.110653
str_m2_o14_o14_pcu_sym.51,55.530643,45.262157
str_m3_o13_o16_pcu_sym.79,22.977852,24.045927
str_m2_o10_o28_pcu_sym.182,74.51517,72.4814
str_m2_o10_o23_pcu_sym.104,52.988308,56.153297
str_m5_o8_o16_sra_sym.79,34.325615,40.37112
str_m5_o1_o18_sra_sym.55,94.53643,67.98795
str_m4_o1_o22_acs_sym.46,75.53595,74.94742
str_m3_o10_o17_pcu_sym.36,44.826786,68.258675
str_m5_o1_o1_sra_sym.42,77.87489,74.70242
str_m2_o4_o18_pcu_sym.218,33.44474,29.247116
str_m3_o10_o28_pcu_sym.68,55.81305,57.295666
str_m3_o10_o14_pcu_sym.210,48.813675,45.86962
str_m3_o1_o4_pcu_sym.3,77.529945,56.121353
str_m2_o11_o28_pcu_sym.1,57.618984,35.3543
str_m3_o41_o41_fof_sym.18,60.894905,52.081932
str_m4_o1_o22_acs_sym.52,60.11867,64.767845
str_m5_o29_o29_sra_sym.49,23.47448,31.563393
str_m2_o4_o16_pcu_sym.233,45.816998,39.094254
str_m4_o11_o22_acs_sym.164,86.139,73.485596
str_m3_o1_o12_pcu_sym.100,39.052017,35.225407
str_m2_o9_o16_pcu_sym.211,46.97523,33.603954
str_m3_o13_o18_pcu_sym.105,25.921787,32.90189
str_m5_o13_o18_sra_sym.30,50.92825,40.25066
str_m3_o10_o15_pcu_sym.93,48.41252,60.28495
str_m3_o22_o29_pcu_sym.182,24.733288,34.034237
str_m5_o18_o25_sra_sym.1,37.288628,33.00008
str_m7_o4_o22_bcu_sym.178,31.142258,48.240192
str_m5_o16_o24_sra_sym.196,110.535576,79.63611
str_m1_o1_o17_pcu_sym.10,29.049072,48.2516
str_m3_o4_o10_pcu_sym.249,61.305065,54.08023
str_m7_o4_o10_bcu_sym.84,21.874063,27.757616
str_m4_o22_o24_acs_sym.27,66.9295,64.7815
str_m2_o11_o14_pcu_sym.11,49.123722,38.93784
str_m5_o1_o16_sra_sym.106,113.64638,70.62763
str_m5_o10_o29_sra_sym.58,76.912506,56.493748
str_m5_o3_o18_sra_sym.95,39.61789,37.59807
str_m3_o40_o41_fof_sym.55,49.433365,33.21454
str_m2_o14_o22_pcu_sym.64,36.03154,42.934696
str_m3_o10_o15_pcu_sym.70,94.690605,73.368546
str_m5_o1_o18_sra_sym.23,78.9689,42.265694
str_m5_o17_o23_sra_sym.4,53.13826,48.900658
str_m4_o7_o7_acs_sym.154,45.65339,41.192997
str_m3_o4_o12_pcu_sym.46,67.5404,72.319
str_m3_o4_o14_pcu_sym.143,49.908443,56.541485
str_m2_o14_o16_pcu_sym.97,36.348675,30.594936
str_m3_o10_o17_pcu_sym.12,40.27269,48.568447
str_m5_o1_o1_sra_sym.11,142.27068,173.12625
str_m5_o3_o18_sra_sym.80,39.04131,38.81369
str_m3_o5_o29_pcu_sym.40,33.078564,32.462563
str_m5_o1_o18_sra_sym.33,72.37714,60.81991
str_m3_o14_o14_pcu_sym.224,63.29015,52.702847
str_m2_o10_o29_pcu_sym.223,52.7246,63.54284
str_m3_o10_o14_pcu_sym.90,43.487144,45.346676
str_m3_o40_o41_fof_sym.136,32.42217,34.735195
str_m3_o22_o24_pcu_sym.181,45.487312,39.74853
str_m3_o1_o14_pcu_sym.213,46.562016,62.264137
str_m5_o17_o20_sra_sym.87,44.2268,37.434708
str_m3_o10_o28_pcu_sym.25,56.5921,56.843033
str_m5_o5_o13_sra_sym.32,132.61342,108.80415
str_m3_o10_o16_pcu_sym.39,37.086384,45.881767
str_m5_o5_o16_sra_sym.85,94.359825,74.501564
str_m4_o19_o22_acs_sym.82,50.328506,56.026897
str_m5_o17_o17_sra_sym.41,100.21077,75.76258
str_m4_o1_o15_acs_sym.148,48.361954,82.60861
str_m3_o4_o10_pcu_sym.98,29.055668,28.348156
str_m2_o1_o12_pcu_sym.76,80.75699,67.23418
str_m2_o41_o41_fof_sym.103,41.753475,50.760838
str_m3_o10_o16_pcu_sym.63,63.989002,74.31341
str_m2_o10_o23_pcu_sym.223,40.6904,45.896774
str_m3_o4_o16_pcu_sym.56,25.692858,43.373337
