ids,target,prediction
str_m2_o13_o13_pcu_sym.47,6.12241,5.689316
str_m3_o5_o29_pcu_sym.71,6.68561,6.882065
str_m5_o10_o28_sra_sym.9,5.77894,5.788633
str_m2_o12_o29_pcu_sym.180,6.46503,6.686013
str_m2_o10_o17_pcu_sym.166,4.43166,4.1763477
str_m2_o1_o9_pcu_sym.74,5.17464,5.0030184
str_m3_o41_o41_fof_sym.70,6.85094,8.186497
str_m3_o12_o28_pcu_sym.112,5.55528,5.9078417
str_m5_o16_o19_sra_sym.21,4.5732,4.7607937
str_m3_o4_o24_pcu_sym.95,5.03094,4.8790245
str_m3_o13_o15_pcu_sym.40,6.96942,6.994528
str_m3_o10_o28_pcu_sym.3,4.52363,4.430093
str_m2_o11_o22_pcu_sym.71,4.98789,5.089384
str_m4_o1_o11_acs_sym.105,5.51937,5.4171677
str_m5_o16_o17_sra_sym.5,6.23586,6.6601954
str_m2_o11_o23_pcu_sym.237,4.33921,5.012291
str_m3_o1_o28_pcu_sym.27,4.54746,4.8311224
str_m4_o22_o22_acs_sym.69,5.83075,5.9539075
str_m3_o14_o24_pcu_sym.90,5.34337,5.1629043
str_m2_o4_o16_pcu_sym.245,5.86529,5.5974913
str_m3_o4_o13_pcu_sym.80,5.16558,4.896686
str_m4_o11_o15_acs_sym.66,5.51548,5.2355394
str_m2_o24_o28_pcu_sym.11,6.75746,6.4246607
str_m3_o12_o16_pcu_sym.198,5.574,5.3667145
str_m3_o14_o24_pcu_sym.107,5.50182,5.321106
str_m5_o18_o23_sra_sym.36,7.27039,7.4148836
str_m3_o10_o15_pcu_sym.62,4.53925,4.5619636
str_m5_o11_o18_sra_sym.143,4.24451,4.0289364
str_m2_o16_o24_pcu_sym.84,5.78106,5.7764363
str_m4_o7_o7_acs_sym.94,5.75156,6.737839
str_m5_o2_o25_sra_sym.67,5.60282,5.230294
str_m5_o16_o24_sra_sym.139,3.8956,3.8618321
str_m3_o1_o24_pcu_sym.45,5.49309,5.2066193
str_m2_o5_o29_pcu_sym.58,5.35896,5.004873
str_m5_o11_o16_sra_sym.69,4.15854,4.1192594
str_m2_o10_o17_pcu_sym.207,4.48216,4.2564077
str_m3_o4_o9_pcu_sym.186,5.20137,5.1186695
str_m2_o10_o14_pcu_sym.196,3.77323,3.8590598
str_m2_o16_o16_pcu_sym.10,6.42076,6.2342434
str_m2_o1_o10_pcu_sym.59,4.4557,4.4244094
str_m3_o12_o15_pcu_sym.148,5.78009,5.473782
str_m5_o18_o18_sra_sym.55,5.02067,4.541049
str_m7_o4_o9_bcu_sym.96,7.80262,7.8159313
str_m5_o10_o29_sra_sym.26,4.24757,4.73676
str_m2_o12_o17_pcu_sym.153,6.16408,5.317115
str_m4_o7_o7_acs_sym.155,5.18867,7.2062836
str_m2_o12_o25_pcu_sym.221,4.52599,4.760805
str_m2_o14_o14_pcu_sym.25,5.63619,5.756072
str_m3_o12_o16_pcu_sym.216,6.2582,6.3082266
str_m3_o14_o16_pcu_sym.11,6.04202,6.0042925
str_m3_o14_o24_pcu_sym.35,5.02938,4.8586307
str_m5_o2_o17_sra_sym.75,5.93758,5.51933
str_m3_o5_o28_pcu_sym.57,5.21653,5.325142
str_m3_o10_o26_pcu_sym.168,5.11897,5.155907
str_m2_o10_o18_pcu_sym.79,5.34241,5.3965473
str_m2_o14_o14_pcu_sym.56,5.61609,5.581353
str_m5_o13_o18_sra_sym.69,4.70522,4.6382866
str_m5_o11_o13_sra_sym.66,3.98196,4.385347
str_m5_o4_o16_sra_sym.65,4.20747,4.310474
str_m4_o4_o24_acs_sym.26,5.4534,5.397214
str_m5_o13_o18_sra_sym.16,4.46281,4.7618666
str_m5_o4_o2_sra_sym.116,4.36212,4.4003267
str_m2_o16_o16_pcu_sym.117,5.85929,5.6769753
str_m2_o10_o28_pcu_sym.49,4.64769,4.3541284
str_m2_o12_o29_pcu_sym.82,6.92839,7.014267
str_m2_o10_o18_pcu_sym.164,5.16575,5.2362795
str_m2_o10_o14_pcu_sym.111,3.84255,3.8172264
str_m3_o10_o29_pcu_sym.76,6.49854,6.705741
str_m4_o22_o22_acs_sym.89,5.5617,5.930294
str_m2_o10_o14_pcu_sym.155,3.81424,3.879352
str_m3_o41_o41_fof_sym.19,9.89767,9.857569
str_m3_o12_o15_pcu_sym.218,4.43127,4.670476
str_m3_o5_o27_pcu_sym.57,4.3864,4.657999
str_m3_o10_o17_pcu_sym.119,4.23988,4.17453
str_m3_o4_o21_pcu_sym.101,5.47614,4.8957725
str_m2_o14_o16_pcu_sym.108,6.86432,6.8867493
str_m5_o16_o19_sra_sym.171,4.13395,4.316655
str_m5_o1_o16_sra_sym.48,4.82655,4.429234
str_m3_o14_o18_pcu_sym.55,5.91101,6.1238484
str_m5_o1_o16_sra_sym.74,4.28901,4.109256
str_m3_o13_o16_pcu_sym.224,7.72795,6.778837
str_m2_o13_o17_pcu_sym.110,6.59842,6.9883466
str_m7_o1_o24_bcu_sym.187,5.80419,6.2193627
str_m5_o11_o18_sra_sym.180,3.80742,4.013383
str_m4_o1_o14_acs_sym.63,4.94681,4.983016
str_m5_o16_o17_sra_sym.42,6.35156,6.3584332
str_m2_o11_o14_pcu_sym.93,5.33283,5.380714
str_m3_o5_o29_pcu_sym.57,5.30331,5.1823883
str_m7_o4_o9_bcu_sym.39,7.03552,6.913193
str_m5_o16_o19_sra_sym.35,4.92681,4.598415
str_m2_o16_o18_pcu_sym.149,7.50724,7.1532583
str_m2_o10_o18_pcu_sym.158,4.86729,5.1633034
str_m5_o16_o22_sra_sym.70,3.92154,4.0605564
str_m3_o38_o40_fof_sym.111,7.6837,8.217157
str_m2_o10_o29_pcu_sym.191,4.09608,4.245143
str_m7_o9_o22_bcu_sym.72,7.01579,6.924343
str_m5_o18_o28_sra_sym.22,8.33569,8.077893
str_m3_o40_o41_fof_sym.21,8.84445,9.582332
str_m4_o4_o24_acs_sym.76,4.46161,4.9005423
str_m5_o18_o24_sra_sym.79,3.84427,4.028371
str_m7_o9_o22_bcu_sym.159,7.13781,7.189687
str_m4_o24_o24_acs_sym.50,5.81902,5.6970696
str_m5_o11_o18_sra_sym.119,4.70525,4.6713333
str_m5_o7_o18_sra_sym.51,8.35925,8.055199
str_m2_o10_o29_pcu_sym.180,5.54797,5.736
str_m2_o4_o16_pcu_sym.226,5.87549,6.0432515
str_m3_o1_o13_pcu_sym.26,5.44277,6.1778526
str_m2_o10_o18_pcu_sym.123,4.68977,4.98199
str_m3_o1_o17_pcu_sym.100,5.97302,5.8035917
str_m5_o11_o18_sra_sym.108,4.19565,4.100712
str_m3_o1_o10_pcu_sym.92,4.41797,4.498309
str_m3_o1_o10_pcu_sym.218,5.09114,4.5350842
str_m2_o10_o26_pcu_sym.29,5.17971,5.4516497
str_m3_o1_o10_pcu_sym.162,4.5856,4.5431414
str_m3_o4_o18_pcu_sym.202,5.9982,6.381048
str_m4_o4_o4_acs_sym.140,4.66072,4.975189
str_m7_o1_o24_bcu_sym.76,6.21301,6.197114
str_m5_o2_o22_sra_sym.16,3.44212,4.0272036
str_m5_o11_o16_sra_sym.163,4.90438,4.46875
str_m5_o10_o29_sra_sym.170,5.65814,5.436734
str_m3_o4_o13_pcu_sym.192,5.70222,5.1497707
str_m2_o13_o25_pcu_sym.195,4.87724,5.270649
str_m5_o16_o22_sra_sym.9,4.17482,4.132298
str_m3_o1_o14_pcu_sym.133,6.00071,5.971985
str_m2_o40_o41_fof_sym.53,8.97038,9.096474
str_m2_o10_o17_pcu_sym.114,4.42824,4.0877147
str_m2_o14_o22_pcu_sym.231,5.32269,4.8800282
str_m5_o11_o2_sra_sym.47,5.16128,4.9872894
str_m7_o9_o22_bcu_sym.58,7.21445,7.081171
str_m2_o14_o18_pcu_sym.181,7.41488,7.3116407
str_m2_o14_o18_pcu_sym.159,6.83995,6.69432
str_m5_o17_o25_sra_sym.78,7.61454,7.673391
str_m2_o5_o8_pcu_sym.37,5.30006,5.124955
str_m2_o16_o22_pcu_sym.190,5.46721,5.3048296
str_m5_o4_o16_sra_sym.38,4.68085,4.358353
str_m5_o2_o19_sra_sym.65,3.93357,3.9141984
str_m2_o4_o16_pcu_sym.186,5.04927,5.5291295
str_m4_o1_o4_acs_sym.80,5.12828,5.1155243
str_m2_o9_o14_pcu_sym.141,5.31521,5.2597632
str_m3_o40_o40_fof_sym.3,7.9781,7.9390774
str_m2_o5_o28_pcu_sym.2,5.56003,5.654791
str_m5_o18_o23_sra_sym.75,6.39921,6.891759
str_m5_o6_o18_sra_sym.42,8.02748,8.122173
str_m3_o1_o16_pcu_sym.120,6.10278,5.8211794
str_m3_o1_o28_pcu_sym.69,5.84355,6.101123
str_m5_o16_o22_sra_sym.63,4.17194,4.1051087
str_m2_o14_o14_pcu_sym.4,5.83853,5.919172
str_m3_o12_o17_pcu_sym.130,4.48584,4.96174
str_m5_o16_o19_sra_sym.90,5.06001,5.046917
str_m3_o14_o20_pcu_sym.53,5.72497,5.7230186
str_m7_o9_o10_bcu_sym.50,6.83585,6.879007
str_m3_o40_o41_fof_sym.213,9.84345,9.738373
str_m1_o15_o22_pcu_sym.79,7.2228,7.271143
str_m2_o14_o16_pcu_sym.153,5.08918,4.9472904
str_m2_o4_o4_pcu_sym.6,6.1216,6.0831184
str_m3_o10_o25_pcu_sym.65,6.02692,4.994922
str_m3_o1_o18_pcu_sym.2,5.52599,5.415106
str_m5_o1_o18_sra_sym.44,4.51385,4.317599
str_m3_o10_o28_pcu_sym.143,5.11569,5.155901
str_m5_o4_o24_sra_sym.219,5.69385,5.6870356
str_m3_o4_o18_pcu_sym.145,5.64181,6.0115023
str_m7_o9_o24_bcu_sym.153,5.09432,5.497061
str_m2_o14_o22_pcu_sym.29,5.25925,5.130975
str_m5_o16_o17_sra_sym.67,4.98335,5.1221447
str_m5_o16_o16_sra_sym.141,4.18919,4.1667895
str_m3_o5_o17_pcu_sym.22,5.11667,4.793307
str_m5_o16_o22_sra_sym.2,4.17429,4.04134
str_m3_o14_o16_pcu_sym.214,5.46739,5.521797
str_m5_o16_o25_sra_sym.152,7.13413,7.036771
str_m2_o10_o28_pcu_sym.20,5.68346,5.6127925
str_m5_o10_o29_sra_sym.157,5.267,5.050947
str_m7_o4_o10_bcu_sym.53,8.08869,7.907562
str_m2_o4_o4_pcu_sym.14,5.50048,5.2052255
str_m7_o9_o22_bcu_sym.31,6.68858,6.870787
str_m2_o4_o16_pcu_sym.66,6.99432,6.873664
str_m3_o10_o29_pcu_sym.148,5.49581,5.2100906
str_m2_o10_o29_pcu_sym.139,5.72925,5.7832365
str_m5_o11_o13_sra_sym.46,4.37687,4.4142394
str_m4_o1_o14_acs_sym.16,5.0498,4.9592347
str_m4_o4_o11_acs_sym.155,4.63921,4.821325
str_m4_o11_o22_acs_sym.285,5.45545,5.660433
str_m5_o1_o16_sra_sym.63,4.54044,4.5016756
str_m3_o40_o40_fof_sym.14,9.99429,10.119074
str_m2_o10_o28_pcu_sym.173,5.2357,5.068821
str_m3_o14_o24_pcu_sym.101,5.03468,4.6096764
str_m4_o4_o11_acs_sym.147,5.75797,5.073311
str_m5_o4_o2_sra_sym.11,5.75879,5.654755
str_m2_o40_o41_fof_sym.7,10.36931,10.131188
str_m4_o15_o24_acs_sym.33,4.89423,4.9982605
str_m4_o5_o11_acs_sym.10,4.96794,4.994076
str_m5_o16_o17_sra_sym.44,6.69079,6.951974
str_m2_o10_o18_pcu_sym.121,5.096,5.2793245
str_m5_o5_o16_sra_sym.5,3.95992,4.130655
str_m4_o4_o11_acs_sym.117,4.17994,4.844606
str_m5_o11_o16_sra_sym.202,4.02607,4.3065434
str_m2_o14_o18_pcu_sym.80,7.10396,7.4507346
str_m5_o13_o16_sra_sym.21,5.58921,5.3750935
str_m3_o12_o13_pcu_sym.15,5.513,5.255395
str_m5_o18_o28_sra_sym.77,7.10559,6.5025063
str_m5_o4_o4_sra_sym.69,5.27842,5.443454
str_m4_o14_o22_acs_sym.157,4.71712,4.70655
str_m3_o4_o9_pcu_sym.219,4.76417,4.87626
str_m3_o1_o9_pcu_sym.67,4.92148,4.3930755
str_m3_o5_o28_pcu_sym.49,5.61464,5.5988975
str_m3_o4_o16_pcu_sym.9,5.98193,6.064701
str_m2_o10_o28_pcu_sym.143,5.93133,5.8404837
str_m2_o9_o21_pcu_sym.132,4.98825,5.012679
str_m2_o10_o28_pcu_sym.55,5.15695,4.9045286
str_m2_o14_o16_pcu_sym.90,6.30775,6.7571564
str_m2_o10_o16_pcu_sym.31,4.63281,4.453478
str_m3_o11_o17_pcu_sym.107,6.40588,6.185935
str_m3_o12_o16_pcu_sym.61,5.04819,5.038395
str_m7_o4_o22_bcu_sym.98,7.01624,6.4643116
str_m3_o10_o16_pcu_sym.118,4.98302,4.8751817
str_m5_o1_o2_sra_sym.108,4.76201,4.850589
str_m3_o4_o14_pcu_sym.172,5.52675,5.5020375
str_m5_o25_o25_sra_sym.74,4.23545,4.96482
str_m3_o11_o18_pcu_sym.200,6.02471,5.6904297
str_m2_o14_o16_pcu_sym.208,5.7874,5.9406223
str_m3_o4_o26_pcu_sym.3,6.43853,6.6559515
str_m2_o40_o40_fof_sym.72,9.69299,9.971341
str_m5_o4_o18_sra_sym.81,4.35666,4.2852
str_m3_o10_o14_pcu_sym.85,3.94816,4.08288
str_m3_o40_o41_fof_sym.231,7.92906,8.077187
str_m4_o1_o22_acs_sym.73,5.68649,5.7302055
str_m5_o18_o27_sra_sym.121,4.86235,5.4997034
str_m3_o10_o28_pcu_sym.112,5.19297,5.5880847
str_m3_o1_o10_pcu_sym.14,4.31783,4.3489795
str_m4_o1_o11_acs_sym.63,5.16194,5.455345
str_m5_o25_o25_sra_sym.43,4.44184,5.8525934
str_m5_o18_o19_sra_sym.110,4.69033,4.768899
str_m3_o1_o18_pcu_sym.197,7.38895,7.6819086
str_m4_o4_o22_acs_sym.46,4.7531,5.349837
str_m2_o12_o17_pcu_sym.158,6.19407,5.610506
str_m2_o10_o16_pcu_sym.51,4.51582,4.5840955
str_m5_o16_o26_sra_sym.80,6.53285,6.7650137
str_m3_o10_o28_pcu_sym.101,6.39358,6.3454456
str_m2_o10_o29_pcu_sym.24,4.84814,4.865994
str_m2_o4_o16_pcu_sym.99,5.31306,5.693269
str_m3_o14_o18_pcu_sym.210,5.16508,4.953245
str_m2_o5_o29_pcu_sym.68,5.02583,4.9977117
str_m3_o4_o12_pcu_sym.46,4.23696,4.599129
str_m2_o10_o16_pcu_sym.3,4.51796,4.4434237
str_m2_o10_o18_pcu_sym.116,5.30686,5.466953
str_m4_o4_o14_acs_sym.49,5.32412,5.1960993
str_m7_o9_o11_bcu_sym.147,7.05701,7.162049
str_m5_o16_o20_sra_sym.49,5.75175,6.629811
str_m2_o12_o16_pcu_sym.90,6.22142,5.6224403
str_m7_o4_o9_bcu_sym.37,7.30744,7.469805
str_m2_o16_o18_pcu_sym.184,6.78113,7.1314836
str_m2_o11_o17_pcu_sym.8,6.48661,5.8412795
str_m2_o41_o41_fof_sym.19,9.00306,9.094024
str_m5_o1_o18_sra_sym.155,4.19943,4.236523
str_m2_o40_o41_fof_sym.64,7.89679,8.928203
str_m7_o9_o24_bcu_sym.71,5.80174,6.0977097
str_m5_o2_o2_sra_sym.67,5.98605,5.976447
str_m2_o4_o16_pcu_sym.252,6.39791,6.6107225
str_m7_o9_o12_bcu_sym.110,6.5201,6.720758
str_m4_o22_o24_acs_sym.16,5.81354,5.8932314
str_m2_o14_o14_pcu_sym.77,5.72421,5.5703382
str_m5_o18_o19_sra_sym.76,4.13478,4.3164644
str_m5_o11_o18_sra_sym.132,4.63298,4.6798177
str_m5_o4_o18_sra_sym.82,4.53756,4.1523113
str_m2_o4_o13_pcu_sym.134,6.07915,5.757984
str_m5_o16_o17_sra_sym.2,6.78923,6.963894
str_m5_o16_o17_sra_sym.14,6.62931,6.1991224
str_m2_o9_o18_pcu_sym.162,4.58895,5.099777
str_m5_o2_o17_sra_sym.91,5.8236,5.4326243
str_m3_o10_o17_pcu_sym.157,4.73444,5.1135564
str_m5_o12_o2_sra_sym.168,3.90879,3.9584584
str_m5_o1_o4_sra_sym.129,6.02095,5.714406
str_m5_o18_o25_sra_sym.31,6.428,6.806142
str_m2_o5_o29_pcu_sym.22,5.22002,5.2371435
str_m2_o12_o13_pcu_sym.12,6.06084,6.1345925
str_m2_o14_o16_pcu_sym.36,5.24247,5.468728
str_m4_o14_o14_acs_sym.1,5.08135,4.4156127
str_m3_o4_o9_pcu_sym.203,4.99877,4.9132853
str_m2_o41_o41_fof_sym.132,8.20748,8.253479
str_m5_o25_o25_sra_sym.22,5.40944,5.091298
str_m2_o4_o24_pcu_sym.242,5.67127,5.7419553
str_m3_o40_o40_fof_sym.80,7.87568,8.318595
str_m5_o16_o19_sra_sym.60,4.04781,4.170937
str_m2_o18_o22_pcu_sym.48,5.49036,5.4816318
str_m3_o10_o29_pcu_sym.126,4.45671,4.466542
str_m2_o9_o18_pcu_sym.100,6.01233,5.7945323
str_m5_o8_o16_sra_sym.85,8.35113,8.894371
str_m2_o10_o29_pcu_sym.62,5.24135,5.3103228
str_m3_o41_o41_fof_sym.36,6.95517,7.4486074
str_m3_o4_o5_pcu_sym.40,5.51216,5.1219897
str_m5_o16_o17_sra_sym.95,6.73358,6.9672623
str_m3_o10_o15_pcu_sym.126,4.59003,4.906061
str_m5_o5_o16_sra_sym.36,4.23479,4.246648
str_m5_o2_o19_sra_sym.155,3.99643,4.14857
str_m5_o5_o16_sra_sym.1,4.29155,4.302411
str_m4_o4_o4_acs_sym.14,5.45744,5.85069
str_m2_o9_o21_pcu_sym.66,6.02573,5.81744
str_m5_o2_o25_sra_sym.63,5.28767,4.7165194
str_m7_o4_o11_bcu_sym.25,7.49657,6.998087
str_m2_o14_o29_pcu_sym.181,6.8839,7.2232585
str_m2_o10_o28_pcu_sym.16,5.02037,5.4858503
str_m5_o7_o18_sra_sym.75,7.66803,8.2300415
str_m3_o4_o11_pcu_sym.17,6.33614,5.8299284
str_m3_o10_o25_pcu_sym.21,4.50501,4.267094
str_m2_o41_o41_fof_sym.72,9.35838,9.566698
str_m4_o4_o14_acs_sym.128,5.26894,5.1178026
str_m3_o41_o41_fof_sym.8,7.49689,8.38707
str_m3_o1_o18_pcu_sym.107,5.62746,5.5272827
str_m3_o14_o14_pcu_sym.188,4.27652,5.2625294
str_m2_o9_o21_pcu_sym.116,6.0433,5.808258
str_m5_o17_o19_sra_sym.8,4.43006,4.3836613
str_m2_o12_o29_pcu_sym.179,6.3601,6.6010137
str_m3_o5_o29_pcu_sym.66,5.46373,5.2166967
str_m2_o4_o16_pcu_sym.26,4.8564,5.1837525
str_m4_o17_o17_acs_sym.131,5.99423,6.218894
str_m7_o9_o11_bcu_sym.57,7.55162,6.658064
str_m3_o12_o23_pcu_sym.124,5.116,5.1358776
str_m2_o5_o29_pcu_sym.49,4.64285,5.028559
str_m7_o1_o10_bcu_sym.44,6.58131,6.7664223
str_m7_o9_o10_bcu_sym.125,5.77515,5.605651
str_m3_o11_o16_pcu_sym.31,5.19937,5.3501954
str_m2_o10_o29_pcu_sym.95,5.86928,5.681782
str_m3_o10_o23_pcu_sym.119,5.67171,4.982639
str_m2_o12_o26_pcu_sym.181,5.45476,5.3727746
str_m2_o14_o19_pcu_sym.212,5.78827,5.9873524
str_m4_o14_o22_acs_sym.43,4.63911,4.6045833
str_m5_o18_o18_sra_sym.57,4.46751,4.282827
str_m3_o1_o4_pcu_sym.224,4.60401,4.550087
str_m2_o1_o24_pcu_sym.88,5.62064,5.89964
str_m5_o4_o2_sra_sym.107,4.56837,4.4418077
str_m7_o4_o9_bcu_sym.59,7.97422,8.049878
str_m3_o1_o16_pcu_sym.164,5.12137,4.9929876
str_m5_o13_o18_sra_sym.219,4.00732,3.9055843
str_m2_o4_o10_pcu_sym.116,5.34186,5.703925
str_m5_o13_o20_sra_sym.76,4.94964,4.4525175
str_m2_o11_o18_pcu_sym.14,6.95505,7.0326457
str_m3_o1_o23_pcu_sym.17,5.52524,5.331238
str_m5_o2_o20_sra_sym.38,5.28331,5.2183485
str_m5_o2_o23_sra_sym.74,4.36491,4.7669435
str_m2_o14_o16_pcu_sym.103,5.47759,5.568116
str_m3_o40_o40_fof_sym.40,7.93596,8.625985
str_m5_o18_o19_sra_sym.75,4.66466,4.8325605
str_m4_o15_o24_acs_sym.131,4.71316,4.997366
str_m3_o10_o13_pcu_sym.48,5.35442,5.400211
str_m3_o10_o25_pcu_sym.15,4.48613,4.5654297
str_m3_o14_o24_pcu_sym.234,4.98221,4.783105
str_m3_o13_o15_pcu_sym.51,5.94497,5.8934975
str_m4_o1_o4_acs_sym.36,5.9933,5.4388657
str_m2_o10_o29_pcu_sym.111,4.28735,4.4192643
str_m4_o12_o15_acs_sym.211,5.84966,5.8164682
str_m2_o5_o29_pcu_sym.66,7.2186,7.3086033
str_m4_o4_o24_acs_sym.2,5.00313,5.0802073
str_m3_o10_o15_pcu_sym.42,4.68334,4.910698
str_m7_o4_o10_bcu_sym.51,5.40296,6.1179523
str_m3_o40_o40_fof_sym.41,8.47809,8.759452
str_m5_o2_o16_sra_sym.78,4.18982,3.920814
str_m2_o4_o17_pcu_sym.110,5.78077,5.38533
str_m5_o6_o18_sra_sym.13,7.68142,7.6043653
str_m3_o4_o9_pcu_sym.107,4.45105,4.4524746
str_m5_o2_o16_sra_sym.84,3.95448,3.946095
str_m5_o4_o2_sra_sym.46,5.27111,5.0557017
str_m3_o5_o22_pcu_sym.36,4.88252,4.424044
str_m3_o10_o15_pcu_sym.10,4.29703,4.1400146
str_m5_o16_o24_sra_sym.51,3.99645,3.9339657
str_m2_o1_o14_pcu_sym.152,5.39939,5.21526
str_m3_o14_o19_pcu_sym.241,6.09382,5.972888
str_m2_o16_o24_pcu_sym.79,6.08981,5.567005
str_m3_o17_o21_pcu_sym.181,7.60271,6.550061
str_m4_o1_o24_acs_sym.99,5.33981,5.147381
str_m4_o4_o4_acs_sym.55,4.78811,4.9300995
str_m5_o4_o17_sra_sym.62,5.81799,6.390955
str_m5_o11_o16_sra_sym.93,4.89534,4.484114
str_m5_o10_o29_sra_sym.149,4.419,4.6217732
str_m3_o5_o29_pcu_sym.87,7.25172,7.2943716
str_m7_o9_o11_bcu_sym.138,7.09301,7.315163
str_m3_o10_o29_pcu_sym.161,4.58085,4.6413183
str_m4_o22_o22_acs_sym.129,5.78338,5.7080297
str_m4_o7_o7_acs_sym.64,8.23112,7.9825
str_m7_o9_o12_bcu_sym.34,8.30456,7.9333706
str_m2_o4_o17_pcu_sym.79,5.29815,5.20306
str_m5_o1_o16_sra_sym.19,4.43913,4.4530106
str_m2_o4_o22_pcu_sym.117,5.90916,5.7554502
str_m3_o14_o22_pcu_sym.153,5.08841,5.107665
str_m3_o40_o41_fof_sym.57,8.70741,9.188843
str_m7_o9_o22_bcu_sym.64,6.98289,7.218793
str_m2_o16_o18_pcu_sym.145,5.35146,5.2315397
str_m5_o5_o16_sra_sym.16,4.30562,4.214416
str_m2_o14_o18_pcu_sym.99,5.6086,5.6677756
str_m2_o1_o14_pcu_sym.156,5.58301,5.638192
str_m4_o4_o24_acs_sym.99,5.01973,5.1455994
str_m3_o10_o23_pcu_sym.126,3.9395,4.259221
str_m4_o4_o11_acs_sym.150,4.83522,5.0149345
str_m2_o4_o16_pcu_sym.126,5.8275,5.633877
str_m2_o4_o4_pcu_sym.43,6.14394,6.4041843
str_m3_o10_o16_pcu_sym.114,4.96071,5.124203
str_m2_o14_o14_pcu_sym.48,4.96487,5.256053
str_m5_o16_o23_sra_sym.29,7.29478,7.305783
str_m2_o10_o29_pcu_sym.238,4.71782,4.735686
str_m3_o1_o14_pcu_sym.115,4.5246,4.7013826
str_m3_o14_o18_pcu_sym.166,6.04151,5.6821113
str_m7_o1_o11_bcu_sym.165,5.61073,5.9542327
str_m3_o41_o41_fof_sym.88,7.00151,7.5331187
str_m7_o9_o10_bcu_sym.18,5.5145,5.438697
str_m3_o40_o40_fof_sym.71,9.16278,7.7702823
str_m3_o10_o16_pcu_sym.168,4.88598,5.1428766
str_m5_o11_o18_sra_sym.162,4.66645,4.712252
str_m3_o10_o14_pcu_sym.16,4.35578,4.23195
str_m5_o28_o28_sra_sym.83,12.48405,18.656
str_m5_o16_o23_sra_sym.240,5.90055,6.3781633
str_m2_o14_o17_pcu_sym.211,6.18106,6.2677975
str_m4_o1_o4_acs_sym.41,4.50604,4.734726
str_m2_o11_o18_pcu_sym.69,5.98883,5.445943
str_m4_o11_o15_acs_sym.37,5.37188,5.3295174
str_m5_o7_o18_sra_sym.118,8.98209,9.314406
str_m3_o14_o18_pcu_sym.19,5.23887,5.5886583
str_m2_o14_o16_pcu_sym.32,5.67566,5.103791
str_m2_o1_o6_pcu_sym.108,6.52367,6.654149
str_m7_o10_o22_bcu_sym.18,6.58174,6.491415
str_m5_o1_o2_sra_sym.114,5.50123,5.082431
str_m4_o17_o17_acs_sym.100,6.7765,6.475979
str_m7_o4_o10_bcu_sym.83,7.38315,7.7199945
